contract,amount_erg,amount_usd,address
 ,0.023,0.033672,Gxd4hMRViETFEoqv11fC9WKBW8fS4SuCCEqaowdd4wy4hsqjaP9Y1oJftmDtJb4JFdNGiXkJrxcnRA1BWfkUKCDte67RYQ5jPSc4gF3QrYmfzVf13cpuafBaT611f4NkAc1at59TPcLq51wNrJQRzXTwtuMFx5C9XYPLtTzB5wwCVwUod6wu1PgU6LYPfh5sCq3s7J3a8JZUQ9tyKiNBwazaEPsrxJ3jC5FAgrQ9GM7DywVi4rq4RRBwGyvo2sbUhyH7VcFkKeidsjmU7nW28q9WKPeAFDC8bpjW4cwM5MxmhZY1Rt4z7QrKhg9xX2rtyinzNeWExu9nXSPNN2JHs3NYpgxLeBSGz2GkTT8K7tfd8fnQFKMNTUYodMoFQmV3R7uVkyd37QQCzh
 ,0.023,0.033672,L7urY3pQmBA1nfpCAUFoXS6dbVidJNDvvuo2AKKRLy8jSZmtk9NGiierTs7tvh1c25pmc1Fp5ceWUpWmdrokuDXdAMYMj1JENxhUuouQVVb1jC8TCbLkGWJiyX2RnurbrykzpzH5dpg2fvYzQEHpmq6FryTmPeaM2TiqXjS2sYjeetTtdkRq79WsG9CWjmbPCrCvZSirgdTpztQrvwMunxpogqAMxnPmycn37BdHa2bYQMZBhhi3khu5yo4u7gYrSYZy9AjMVno1KtAejqdVTvCHJ2MqSD1R7h3FmW2MTxQ4bSckNyDNvzaumiXCGZMvMS7Tfv18ngZ4gZpJxgER8Cq3o5pRXYkVyM1WySK4T21hy3GuEv7HPKHW7PgKwkZBZcYxWVeqcUd6gqmVb5pgyP3kTKcwQxcqGJFqidchKhcq
 ,0.023,0.033672,MMzDFaiAtYSx6UpM3Pas86eMsjrYzE4e2DHKra9soHUcAof1WoCd5Y7fhxu3HV8cHhBtYui4jXfXX91oru1zEhWj53gvzCqeXnLcZeYLJkKGwGsaAjuT49DjXnMSjNox2j8TzWecKKcrZjyDQ3j51wJdKr6cS14p1p4X4Nj54UN3wvYzjakPzxTN6AyzeUC8tgzoNNbxBnZ1zhV5qYDk2uy2soL2tFkNVZ55kt4i2uNRaTJWfcNT1ECJmNjdtWput4gPGaxbD1e3b1yPk5fQVXAzSkrM7Q1cWvCCH2m47bMyiFnGzcJeiVjgtXKvBJXTcXecC4W4Y3T8HtTxf4GpbLQPt3zYQXxheEDtYeBTCUhteaTcnb7CZ6hF2CyRop5VXnn1UXsRH3XDyqpSGqmurRSjqD65JnYFR14SjrUVbNNtDdnSwPVsZCrAeAGGmW5GmD5dJ37bk8Ywji1YmqxoCG7ypZevDbFqD4PJV2YUZN9wTvAfT6Nc1KjvvKpr69fDHjQ7t8hs7gi8PccDgB9zJt7ABFL2f3vBnFPyi6tw7dxbULis8QX5LBbZ2qz39mKrzNDQpKmioKKN3CkxTk9ToMRFdxxGsd68jijHgfx5JxJBkkrNYeQJuo4823UyoT13RugceqTyxHoZLTMuFnCusLmsTdHRZ9LkFuJqyfEXWD
 ,0.023,0.033672,wJjU5kgNKKSMJ5NnkQsYgxHu2mKaxGKZra3ZL1kmyUNDbYyNr5kMTAiS9oi5L8FKKM9qotDMq39ucVYEvySbvx4CQ7mCogyMM2EY64LVQSZgWwB1YzwpW99thtqxeVaa2tSuoUBVx8Vr8jW5ojCpWkqeK61gHC1yaBFD1VdXYPh2jcnvixai3EyhA3gKwnX6UHWLUgKhYTvbKo99NRuG4cwLZojP1oTUBxQiDgttF25PHjbThHhD8rkNqVXw143moxtqmAnowv8b5PonZx8bfMg5ERQbWCc5AdWcad1eA2ds9qiaFqqrAPYQbxnX1RB7NGb23yuKP1w6YdkgUEf7cgheb3z3ecAumioAvnrB3R49qeR7zsf5MvSXAxTbKjZGH2QRNJQCizj9MVMxUhDLbPc3pHReSyPiaWg7qzEwHhn94kErB7hmpSE1JruUpodb7RiQY8wdg8mggGs7cyNqJsNLnM8paVPo1jX1E9KS3CAKjw6QHGKv4FgfZjzGp2v4ThPz4wDP7iHiVPGgiHuJBWjmgaGHcc4M26mEnsHAdwNsnj9PfW6dSpNTBfuTCZnC79tY6Q2GJeHMneVDYpRMytBei7UbPtn5fbFFmGruG85mw499gpYN7UuCKLPjGa5ihJCn1BiTH5j4VHqcy8aLZqFjH6HrLpt4xosNL6zZLxBQ3WjRZPHX9fcyquZJR6B6vfzdqteXWhVadzdTb9SvpAwtLxWAUnNZFVgtWLhM62bc9xgn5uGSgfRqQLjWWZ5rAeZAwE3F28dFRyViKPmtCaEVWbgfd94DiCfjQerzmM5VCDxywiVfVABDdzPWrWGPsor3uqHGuoCyWUc
 ,0.022,0.032208,21oSXpSmAC6qpaSpnMff4uYgpsaCjJ6q8tnvnE3MGp5QjNrtqGSHjip4VcuDGGeuMVg1RH9dxfWhT4LwJZrnwBvTkztYv4wLTXRz8Cwr9ENigonokQBnQiT7d5GDyzuedPdYVKGezdqDWrL56BWRe9NZgP56x5r7kxw9koHjQFAJ9RJADQrUKyKnvyk9jHmK1auNUik23CMK2SxedeWg1HkEYhrdvucvfyJ6hJZqbMbhuh6uYY5XPXLfJuz6kNNnWXb7pv4FtoNZXnRbx4uZcVjYGLV88pETGTyCTpjK8e1VHxBTyY2zPF4efLnYxkvrG8YT31nn5ctrFtKtbDG5etZeomMT1f73aLS7Fu42cxhzvRouxL
 ,0.022,0.032208,2eR9oDmG9onJa8DfTAoSMZUXWQFD3iMhsXTzkdZAoQkVwgVXiWMPD8khR75Kx8QcM3CeEFNtz8s1bESFCKzphR59MiAUeuRdeeGA9Fa4o9BuEBm2y5Wv1sY3SHVLKDLKUdx9W5hdhzAd1APrYYBmycxsqbtaTGsagQvvd5ui6CC1eUtqq2ThP53MK3SvZvbmxb1tU6MDUdERyBsCuUsx2itNfDHhbRbet6TVDzkvXG4mzgUdFRMDdjR4UEgQiw8wF8LHNH72sS1rDY5NsUjyKcog2VQHi8kHwTXgXoiAj36fGYLcV2bzwGZW9q4Tsz8nwDk97TBGDin4DkxtMxtXUpKBRLK1YYjZu5uY5z9xmSd6bLiUaKQtz3guW3VQnedazfqKA
 ,0.022,0.032208,2pCHDpAQvjLrUjMeBFv8YEno9aVK5a7DYA55qdA9t4k8w8FQwofRp9cd7mesrm1gm8TAzK2bLi9NHTi461CP4RYeTcCM1f6a1yjW8bAXK8UBdifpi6pMWwT1gm3Jf3KRovrQBFtGCpQrzkudwGQF13XMc3y9Yk4GZvvYGqS51vyEZX1PTQqkrUxVcdo5wJrM8m1DoRrYu7qnixPNnBhwgowP9V1Xt
 ,0.022,0.032208,5N4W9T1wGP153G6QjAHw7PoMPcVdjaj8pNknBQgd7N6yUpakzZzt2m6xaWQeTmpUoY5fo1gkuH2ThuhF6sD9tcakN27eGriNQWNsXav6S9gnYGPbskLWy9nr3ZoQobpLQt6vvHbLcj7bBFH3FR5vkKS6tFqEcDBnpQsMYkG3j2x6PXxjpRQfhtAzQ3z7VNoUELaSLjMNYQoVhJTLEdLz3rhttnffZFHC4g9wYw3vuBysTVRSra7K
 ,0.022,0.032208,5UYMSVMFBWaKMWW5pqVmZWPJMDe7oKsXE1XB4n9CEHRHHzdhYiCiEoyZBU7o6uchwPPs3VeAREkeixhbgUpoG8M4E4nniepGcfubqdE8cax4nKLSmdX7NEVDNsFRJUkq48Q1sQYmGtPxZ6Nhkba8pVTk1uEyx2dvioRhbQJqpumv3WRmxrYaajXv2cyuam7zSdJjbZWsQFtyS9wge1YmEqZgD2VvWJEbd46rYHNf4JgkRGM7F8UHyMgksFpsGHnDpo4bdi4z93HX3hovTG8M2na4RDthMWZD72bVMqLfaSbJMTg1db6gmUrDiecBrszgxbDw7f8qMFSAedfjBLi1Ae1fNnaGfRMrL3SGMwxeGnEGtcmnbE7
 ,0.022,0.032208,5XMFBbsFGjZXk9Gpu4HZ18v82MaSo4GU7Ep7bFLBLMhfTufe8fjmp6JUXdHHfSruH3D4xt8QeJ1yHYoETEVQDaL42JdbQnuhcLQi8VkS8u1YikhfrNxJXA68PhtCBJXkyUaf5vVa5cJdoeRuRZYjHGVUaVKmNS5BJaeGCrmk9MxgrmNKLAXviMof3VGerT65WyWou9FbxoiLyNNANKTn4iaFgxUqStujAkj7hhwPrRAhRE44yKkjaqsb3zo1seYZDogwRJ22x4shQAATwYmfs8JddZvafeWtDFsoVEc3rUdhwrpWq2AoHXzcKxCvV3qxW7KNad1wETK9EoU8ZrJYPYYphUujw1dftEL2b8iVcNgqkQPu32DyFKh6zJ2Z2gBPmCrLd5oGfQKcpvuCV8hv3YD5hGXHG3eqfNbBWrvtTSheM4wrWtxC6ufkoMUY5JZkxZD9HjzPDgTYnZHNxQu2FQPg8gkLPYC1SY4shAFRC7GekW5smxWANfsgyvKf1LMgi6jecdSEnUzameoNgKGuWhoDWKt9gnhYc9hrVgQRh6EAFKwjWBJ65fbMC8CGHmSLaVUzHpk8297YusEQLCSsEXsBDRj6pHLioQAakFyosD2DY4LZqEWDXfxMBzEC4pMbRCd2znToVpNyZomsjJhMwfJwUArja1Y4BQ8VtCCVx3cTN3pooFqdLMKrfy3gPBsKqmSXSDtGHEinAbgfVGUhu7bzH7azu7sDJTJCmLPfbxJCr5YxRLoisKEKyCUg8WKU9Ut6qmsRAdikDASsSkP2MtkTmZuGf5wFRrVcr5rZfCaEA4bpKP1p2Uhkqqbiq7viHgY3dieUSuYdtnieBDhXErzXoftEy65c
 ,0.022,0.032208,6RiDps9Q1QJssftR1pghRVf3x7RdT3m4TusWNQufcH4kYpyJFLeJQKSidXVDj3zELxq8fNFkR28FrqQDGY6e2xuCLAxhrqfJoh2BUzZxV1HekJ2kjsY3pXAbDMwDbMrS83LKrspzTm8HYeyN5aAVoSj3ddNJAMrbc7EDqBM9mNwZt7VCVK6Ru3FrPKFJGbTbjaRyShVdH1pQDhPYdA8fZy1CqmrKY2ZXdRZdEQZL18gXQEpYD3XwZ543q26pRk1utJLquvk3GQktrQJXk6xmfnwT8BThxFQjxYqaq6ZNYMDzgPH2Cf9QfzxW7qPcDD7feAaRD4dNSzYp6kpuS9CUTkYo8tRmYzu4hHDNQXseK7Ssf9p4ybFwQUFs9vDfdW5dxeRtQ8nUJ9VjbapEu
 ,0.022,0.032208,bpn7HXccD8wzY3x8XbymfBCh71aeci1FyM7JJgVx6mVY3vxznf2Pom7gtEgQBxr9UZb8cn9Z6GiXEjV7mB7ypRfH9Qpf3eCsd8qoEGmvsFqW2GyEvxgYWnJGd8QYTYZLBgGkSFcAeerLLDZwS1bos5oV4atMLnPDUJ6bH2EFFwVRdTAQKxaVMAhNtNYZxAcYtWhaYBJqYZM8ne3hGFrkWNTgNy7NxEDQ5LpBEM3rq6EqUENAGhH6THDL7RyU8AMkpr2vhosqEeqp4yXJmK887vU4qbnGGrMLX4w5GrgL9zLk41Vm6vzEUVLvp8XQJ8CULwkHNiKkNHRLeTk6BG4hwJsFoUSJJNWgsfputm8pEbaTuKfNG5u4NFmZ3YLfGsrqpr62c95QuNuD3g3FaoBUhxigkfNhKwFFtpKKsYerJvvp2Suh2eVRptFsCN15pjdkveUakhFsAo9j9YwhYVjjPpCWZgB8Wme8iZLRVfopSuDVdiqGsnmpJcuccmPsebgXPz3XvyjQazYE7WnR3Jrr1mRWHVEnJb3UU89JVPDpJPP1jUaSqmkKCkrPj3WMMQTDg17WW2DkhGKsb
 ,0.022,0.032208,GPZDFAnF3dSB9E6665Pi1ucYQ98UWzRYPfvkDrPQMcUcg7JvbggYMibCnp1Bvga8nePyLv8kAK62wfsV9zMQAP6ucV9HVUNBuXckyhB2BifPaRxeg5HALZnkTNTs4P6dvT7zPyd2a97iB3hba9WjkPRgKvJNVBsn7N24TKSwBpjGLtsTZP7KbD1RJYAWH1XsqBbvzTkSGeSEAEG1xEneQeikediJoNy6Kiij4ddGfAcJd1S3N6K7MpuhXVeVcAfAhXuLMQpuHSSinFvUTPA3cGDetahrJJ3oxXgDCiG2EQEoYVBsh7CBA37tq49mEpW2G7UPWFJieXv7cWxEEgreQnUYGKLgJgKUJVbeokGFPg87ReqdnMNnv3w5A1yGqucZeHpiLyWTkfqbDAQAPBwh8MaL2PbHm3bP8WmzBH5UVMM8ipMFrJiFrPGWvoN95WybGYUbTUJumcp9WAVL45kfAwDNvRrRa3p7Hu4FGxR1trFPiYkoujMiZyoiRDjQXAX8QBFChLd4JVwHZxmW48pkzWeNm9FPcrNejtr6STn3WTVPLt6GDa5rLL86RYtCjrWd4TKWKK2bJrKpa42r4PvzzeYK97HLxuFYyi3fTchqg5wd5yeSBpTTNaELvVUZhPuYaZGYd3JmiLYPebr2C7PdmhudFaA1zz9LU3oYZa1Dbt8vfGD4Rr4oukV2NtCcgUrrFjcN9XTXtHZWGu22E1TYzNbJ1Fr7hBFukdADV2iLmM2GM6YTX8zFbk9Jagb1LYqCZtu5mLe8UZetztwAjx9XM5cMsFaqgaNYeGFy5Ned9YgMzpGz6Nz89nEQzzKzKfikHRMAto282RbP7ySkrvkyNpx2KTUr9o4q84R4X3juj2h1aF1JgyBFWZgChrinSU96wCtHGeAk2epiuE8Wn8z7U4ppo9qpZiHu2wkEx99MBZgbqZpk1i8CvhDw1g9Fkn57w8PS5Zo3NxVtVMJx1zHHtpwCRKg3WVFrKiD7E3aXaJTx36M2RkcXvkJzBySBoubQPzUyEDExdYuZxg9xqACCR1SU6FZvgRRhB5CWnqJ5ScrXprbyYqzG1N6FRvGP27tKVAaV5Dt3oQvtX5FYR2WN2Xd5dvWCQNnAawFqjrXvL4mZyBFG2geep2jrXH9u135GLQixFDmzLsS7opKM3Z3yMQkTQgAYHn4Sm1W6Ho9oXFa3uKQ5EHGjSrqwL4c5YB3geiTZfoFeLzJ5tuJGBznXcGFWK2hfTgq5eNHvLVkdQPcA5g2A6PU4jh7MdE5a5f4US2qwLFMiZ7f4ELumYXoZAQVdiWQ6642mQ
 ,0.022,0.032208,Gxd4hMRT6J1SA6D3tg1nRQ6DNTnDNu6uvNcB7rFUJPXnq2DpC9UaZ4vAL1Ufm6TMEFgD7zZRUZuqRyvMEegnRQbanxLG6RmN7jBWZZ56aEgi7XBSshS9iPFUUkxsizAzW9DhVi6tGjKR4uqTPLp8fNS4mbqWYSt6FjCb5UvvvL4azNK4dQVyWedhFcvqcDaLnkiqw6rDy2aPKLSXjMS4o3Lm5AdEoE5d16NgbsrQbvCqUYE26JQh9eexKB8NW2rWQBXecinxoJMqS9Ae15WKg6JAWh3jCHvuMDgnhWYdBvKUkokw7MQUzc7qPH5L54fpjvBu51oaD5vZrAqapeoPLasZwH5SRe4bvoKX2BSPLuqa9ebiBztBvhMqfxq4MvHQdba61fBorB1sF8
 ,0.021,0.030744,32nV8Jp4LFefeS4RW8BVRpQbcarFHHpkoQNh6BoonmWJyVJ96pEPZ4wUNobD9P2Ny2Nke3XSU6A2UNiyHUAPzJSxQr4sWa2HB2jdCWDWXyjLqXbp2rigqpq2AR5BqPGMsoCJXuYnxo1KnoLjmDRPavNesprevUg97JjJiQXATgxt5aZBwyfRwsHLsd8yFKGCE9mLDqivTTqqp8hXNHTAA5npkAZJEoULkohUjvVC1hEFnnJZ6nJnSC3UgMvYmN8b5WSccg5iqoqoFjpedcfxac8vAE1KPXAPCkrgg4mutNZ2iMDDjTNyKuRzH57yPjBA5AYrEz9wgqyiUoZwwS37zFKYcErWSzVjeU7uAmq4MCe3jAj5EzqL3txPtSCrqsjWGx5Wc5P7ETzh6DNcYrwtfaxGjwXLwTXAHq4aFzBCoRjxdjjmMFwKBZdsKwEguBGbD1TSJZv5dqn2nJgcD4whN4EwY7K28pxZ7yRbNQvXVB7jpZjBDgizg3oxmrbBocUBoptR6Kamc6xPy8eiVPtiS9496FAJeVA6ernYNCo2kmm8Li75swLD74fSDDjLYLpcZhHjRHFhausVT5TBrQqLZPK4JMnpeaiXNENNPwvgq8VTdTXJ1uAGESyEU6piNBmLMX2A5fJ23AMJ7bcrVqELKY6MDBeah69djfnYUuDfaVef4PXZFaLwA9kDu1nX3h7HkRpBEeBCqtfrLijXpiHUQ1JXF
 ,0.021,0.030744,3n7SxSJDd5cNQfZaTiVVhy1667A5188iUoaDXRFpwoXuuPSz5gbpV9suNprSDhExuyspEUVkD2UphLn32RkNKB4tNB7r7CKfrmCauZGUozfrffqrEfFamK7eikC2iHxM8CXnFgzN5xfaBPS2Pkyib9aQa4emtTrkFLN8xMj3J
 ,0.021,0.030744,4VDjeeZTHufL4gDUtSvBCXxBHa7E2ozfqBdeS7f9v9wjySSp2y7hBathjYwsWP79ZYakaWiBESPteJsQbfNPU3k2VtEfB5PUPmzwpjdi3t8LcfjWqGvWJaFtzBJR2fzTwhotyQhnfmtN7MYrXAdeKtkeumhe3JsUSTWhCrVXraUFMNGWacpek6SUFrCfog6BcPLhKujU2HBhbGEpo3ftXHFSkRBGMvv37WPbTCUFRWN955dVBDXqZp73qbasSBoFtKnPWYgQB4xDdzJZ3oi23YzhJaTvmFHVmJNa8Bi1jTZaewsVhoiW33kFTkJqzWLiXAAq9SSmKvgDpvTZTDCheZWMDzAtxD5dztLdfERkb8xXuiCUN9hHJ1DFY3VA2ZmJpRCiYG4xTCyKdHdWmT3RVrXD1mYLCnuCMjYVMuae3M1wK5qYTaU26kZWtcRjABR9fsBL8oyAh1s71GHqiw6MtBvZ9w7fePqjfGRJHJYGcJxNTdeZqCQj3VH2EC3MjdbU3z9ezdAXex3LAHG4s6rLUz1mMRXSy9vPbe83bKJTPzCsNiwD4JTvmi34VfweYuuUewSwg3GmUcC4XbfwANxjbMjtguB3iDHtemeJmzw7VnynLFeUukNrUYYa4WZXWzkd9xo7iF7kD5t4mmbfnZiNvdTRXVMd2MegkjmyzgCNtQNHEetDZN5wahfXDfLQ39aVqCU3XUkAiXVD54BCc7uEbJ8KMT2ADjCXz1VN7WijXx4P7SKFTYrzRH2sT4dWPHz3FyJnzrQbsEX9pYY4JgNV2x5uzMX4YuXxDTbsDTnUsxJ8yrGB39GSvFBq8UFNpxsHiVBwaQzC7YYseaEsggvCkEQMrU7uSmHJ2e2ATY1F55gCnjLSZMZnS4tQ25qCgzwKJ7oD5GC8s1e344o5mjLEz6j5RD6QTc5g982Wa9AuGJw976u3SwQF2mQUTiZWqTV9RdqQQPe455xzsRhCmoWJAQ3VGZB5ZpLnfcAaKG1sptBqD9tvVaiQxJpesgfThraa7LHvHFdv9UpDX1Z52Y1JoaF8mRegS2Ji3gxQV1bZVjrt4FUCxPWhrmuz9qx2tpXaQDX4Uk9m9heoGAUn9wXkgAEugBwcCKBmQZch7Guhz593zEXm6EkKJqLMmyc8ydNdaGh7zYxLpan1VknPWYHWf6f4ZZnZ9BssZ7UQtT7aHus756s5sX2vkJP6iCBXRcTvmAN7EhmW6CgkF9ZQL5nLNdHwAS6GfCB2vQTkavmEsqYsQx7gnA9VBhchpm9BXuzjJpaoFgpfuvsjFnAHJwFWyy5JsCQitXTu
 ,0.021,0.030744,5SdTnVmZiKPVRGohBu14PJMbTMDoBgdmx1H5WJbNJnZfFtbEn9q3YJ5KtdDdUd2m33fYw7zFvvvcTC8dvh8wbYQqyy6MzW9TJuARzJRLUwM6JQxkz5oG7J9ZJpdrwc654NX2CWF3zLJoCM7MkViSqJdDhDeBRDTKpKcEk34rVe6Vdoxz4Mj3hcZfz8TSBgUh2Zpt85LQtihHtNn1Wi45QMLm56NFET8e456vxmK5ZfQykaCknukYMniR2SLmfJ1BmTTzAsp8rdAxgXWD7BJdsUcYRWnzxRPF3bKynkBGgRV4DWStHYCBbWoarg54Yhn8sWMp4AGjRS7EEpLBD5U4dSjLA6qe31G6zz82spipUNokE2THAACEo3EAvnovUL4JrmmG43W4y3cyHKhqzykL5XFsuVMtGkWkYKfqzsnnQpe8WnHktWGzcscysuSHFQzviQuRGEPsnnKyxT7sx1Xru9SkRpa7vw51kB4dHUQa3pmVDaoy5cQdDLMeN5fBZxozCMDuWDDTmSrZ2hwfCB87AXXLbwtVEnrpCbvKdUdoHm2sMKaLQTWHKS8eoWEsbexrDdsGamcdRzyxUZxD483kYBepc9ovnvYPYxcYmBex5DNP4f5NLKEthBGXCvSij3HrCb6AKmikU6jW9cDuU74q5LpqQ3W2tfbyePwmxnKG24EgoUFixwA26jMJ2r6KDtvD1qcvxv9w3jnNxQVMXA69KnwtcRMRkoZsYSK1FCL5cBYuYdv2Z5Ua3r79fuR8RzMfYWfv1Qn49JK6oWrZNvUgBB3LDQSg5cMGZW2RBKU7BBJvrK8NY4GnyYRyKbASgDLX78Eztw9i2QayfZZ9rMnBMuqfpv8yxK2e5gWYmRkbSyVwUQQ4Av85dnaTdYueuhVfaMEMvtK7SbNpwYf2QgWzRgRKLdi2NzcHNJs2osaPAXr1a2EDDm5evXV1TodmfDBVBL2r13ydKkcKKZnWKpfnskqaVNQjfg6DJPTkC9Uzm6unXkjLXLVuFKW7sHJZ98DmTB1wp2wJbbFiVCE58kyotUZnaK8yexkAqKdmts1smRTTSZKns48FLGgmNU2e4842Js2938fQ1GHQFnMTdL3APbxEChrp1naRTqfWiHDBQMppk2d9iYejV1cfwS7mQ7UBL4qW9U9p3KEFQqctrDrp4VeeQQdhm7U41gY3RGEnCFVBHsEseC2bkvREDr5uK6mrncT2Cx8yM41kAzzsB9HBc9kGWTwumSCyeHiHj6b9baj7rcoPcE86JSvZmRZWQWv5UmeHBYafmr57kLWxy21G5n4P3PAXHDtVs97TuamWUWtNqHt2LkacEZ2mtHCxGybdJhmw34vNPHhKZ7d9PJinNN8tbSQ6FWgbZp3R9WDADkhTh9jwm4p3qowFouoKA7CSWgSaqD3HukhUc98uh3gzU739i9MX4CM4BpuPZAbYDkcRtDZuWDCwoGeCFyNhB8YDgHVNPmfBQEFLJcMADDgzqRc9YJpay4eUC1WchxABMpEjJBmMnwmxpFmiTAA3fD3boqcwHbUzXNCEDAuLt723nZqmCMkxwy9QMLkPsqhdkBpnPLpzYSWGVZptxpve334dBa33XsNcEByussynJZ6632Tv9nT1B1uFVPocGvV35jkh6BaxMFLJGMB3uX18VEpKWrqGekMRbCogS8qyuJU1qaYvqwp8m7nuX2wz92wYkVsMgnDQYSv1YwVprN91TUJq5ymzok9i37a53gjXCXHBjWzcYLncH6pxTsLi95km6nARrx93BQsb3k37gA52KzSLCfse94WBWZR61xwYeKbthEoJpJrc9XZC6iTzmDz2ZqZhvXz9kq1Z7yjY2AWxe6ykK9aZyugnWxr5uSwGgzu7kfUJoaNLbyCSmPNPAChqA6HboUqZGSxfEsLQoLYYXqiah9kNBFFJFe6NH6kiKFNb6EkcSozrUn6iheiorjfHc8XbhH7qNMrSeEG2tPDZjcB1mHMZQdTxWKsvx3BgxktCTY77ZBGWqg51iLqzJzN7YLRqrZ2w7YR6fqsbaoP4L7qAjh83WeNPKzFam4Q49F8MjoQy5gUUpMZnyuh4rRHLR
 ,0.021,0.030744,7Jpc1Fq4K8BSXg4UBefryeVxe9GRs2xwESYBZKWbP7jnKG4PZFFoJ7cLFfPv3yR7uGGqY3u3oPoht7V5Lipzrd8UsLmYyNbkNRGyYqd5ER2hGCL5H21N5maie
 ,0.021,0.030744,De4ip9PwrNZNHtoP9ci3gZYvopozPtBFzP4r8SFZCEgJNWTNcudgAMm5hpwzrYubaXT83iZPA5wbavFQr6U3DL9kdgTfs3kTEZRjtQSAYaTSd5ZWGPRAehgkkcuN1nPTi6TBQ6htzBMCkqqjeALSfNiF9ncdJnpXcRmibAuLCwjYdWUuJ2xc3Lnrz3HZ68opj9U4KhaVznkU4MP1fAAvDM4mTLzs5Y9F9nnSDgHELrV2rXhcztmgPxehBWVuvqbbenobmCpwmL9gp7pqK18sw2tem4HVk6GefeSwyHCyXHbzxHJZAKX5Fk7aUb1ohBC4CB6EMPxkc9XYFqoWBebnCSNHrytbb2AggcWfYF5wQRqiFE4mks7io6nLbShU4tej4BLD9hmp6PZfYw2VhKGqFesENcD58ev47XqCYBaascH8nfXDn36EMk4LBRq1tZ3LW1tZiWJTs4Zd9ab1atEVQq56ircV7dgh
 ,0.021,0.030744,dtoETUwV6a7h8DZZEbMBtX2xbTQstvEjsvaf5TfzFMdd8bsHJNMtQgRKoiesS7q1QGrin2DTD9Gx3gDWCUPf8UZApWiWqX2neuRh5WdxD73sr477Pod7hnfuMBCPKnYFAE7JEwCRHpBrdWNfjCAAcBgvSrk6mc1NhZVfqhn5a15w8A8Mw4XvmHYoN5w2qeZkJnXNrnnsRCc2Aa2HHvweAhZhnN2cJYeVap4Xrhw9CmHY1BzGKUhpxeu6WNsHR532Wen4YqWhWjNQThZHQd2KaTWek1NBUttNi2jQANBf2feuVuzbtCsg6uE9ngf2iPNw1HWgaYw3pnRmqLatAyMktd4KhQgo9dwuNuQyMew1ZHfSeDqKXVTK5KudqT6pxxax67DxbUneQk13K2DzssRBvr4Fn5sxj79RCvcj4ngBxjdyWnPc2o1nJwWByESwmS3eD6nKwNmUXUGbP2QMq1ow28Fp4pTcwR2Jr8eUb1vkVTd351EqR3U1tbYnpNS4weDX7tVYaQ7XARby4zq1Rv6i8SxXN4yD2R2obB9JBm5w6oVfYPdmqVFqQeLTCSmF9xxH1PaEXvjaQsEJGuLrGK44ernZMJBCfdYuz5v8jpBxkWzPYVhqDRWdXpAo9UvJRoUDitZZCH2wuWZHmF2CtEEH
 ,0.021,0.030744,Dxg1z3EWafegPNSprSCVBWkN1e9zHMmBqX7iHiMhGnQ529hR6DMEMiRYp3ZerNHKnAExSQingRLNpJg7qwPreCBHcT7bZoQjRB7Ga4HxVfZGzAH7UM8yJ9cSWyUTRsGYW6dCAFnRTT5b2tRVExR6SvMAUxAgwcFJU3EZeAQRmPbVyfUoG6ULrah1i8wUkXdidVjFSjXJ1JHyeY1oqbxiPy5KGF1ViALogGhJdSWNiawVdUkbcdw4xDB7GyVKqkEs8ys4jKoaSfUFGsZkH1T3NdGtvRE6Xzi94LequrVNpgudM66He645RzZvQETYh156VPvwF4vKUpXCfeturM3JzXUiWiNYyowjgy77G2PjaKJX2XaBtmgzUH3BLV6wP38YdxHTxioCTHZSZeiUv7PYMRUNu58XbNecWopXY2i1LZHx9CrTg8xgieErPzN4ir882YpcBHdo1efeoisKdB26FWDYu5YrRK2FkwdVGnkiVBMbjVBAownsVkehGE1Kcsi6jLuaYUP2Ccawnb7vhnSwYNXFo9MezZio7rQCEZwAtiegKZ8Uys3DrC4nq1U3sYhzWjHtzqtgVhke8YM1wTYX8UbDgkmZV4G
 ,0.021,0.030744,Dxg1z3EWafegPNSprSCVBWkN1e9zHMmBqX7iHiMhGnQ529hR6DMEMiRYp3ZerNHKnAExSQingRLNpJg7zBq3Ph93N6KfZDFJQzjTg7vQuRxMpK48nT53PYL5YPE5ttY2wotaMd6iFvmSW7XDb7faZ77oQ5rgELxzzsNQaxZrjAUpHm9bWK4yMTY4oT9cCM61pyXFr5XyX3E4GfwNagfj4XN6zDUiiynfxJPmPguXa98J5UrnbSHwVkFABU5yVgRRsiu1pxiudpTDzzWQ7YzYskF7TogQ8TxuVd6Z9szrJ9ycuyrmvsybsX7XPpK63YGCHP6M7oQY7rEneu2rAfA3Sqhk3281RPXpHXjJa1N4jAKuJGXeVbNmixfUUoj4z8taUcXjuqFsk3p2bBk56ry5zNvAZfdmgryFxuFUqXg4jh1cGqK8MXTog4EKzFFqTYxmEbMymfNMNrbn92EK2CyjrQyYTaLY6BPefDqGVrTGBp7G34vgzFAteNRF7JGnnsuKCJ1bpWzgZqEWFZQENtx2jHNwaF5jYoaY7YV7wJPoR8VdgGtQSFbnVxfi5UWYWE8SPX95WNHGzAQ1e9K4kZNvasvZPxhPPKg
